"MassParameter_1","MassParameter_2","MassParameter_3","MassParameter_4", "Phi_12","Phi_13","Phi_14","Phi_23","Phi_24","Phi_34", "Dataset1_7320370X","Dataset1_4640576X","Dataset1_2060465X","Dataset1_3140445X","Dataset1_6960209X","Dataset1_5670435X","Dataset1_4880367X","Dataset1_5050575X","Dataset1_290402X","Dataset1_650753X","Dataset1_110382X","Dataset1_3450274X","Dataset1_5960343X","Dataset1_4120037X","Dataset1_4050070X","Dataset1_6480059X","Dataset1_2000100X","Dataset1_3170669X","Dataset1_4830100X","Dataset1_6180538X","Dataset1_6980482X","Dataset1_4900670X","Dataset1_1780762X","Dataset1_1780564X","Dataset1_5270386X","Dataset1_7210424X","Dataset1_7050332X","Dataset1_6200431X","Dataset1_270156X","Dataset1_2470259X","Dataset1_630753X","Dataset1_3830519X","Dataset1_940747X","Dataset1_6840148X","Dataset1_1170609X","Dataset1_1770753X","Dataset1_6900209X","Dataset1_2340598X","Dataset1_3170286X","Dataset1_1470601X","Dataset1_4120053X","Dataset1_1260017X","Dataset1_3870646X","Dataset1_2120259X","Dataset1_2480739X","Dataset1_10612X","Dataset1_2490446X","Dataset1_6770711X","Dataset1_2060452X","Dataset1_50735X","Dataset1_2680722X","Dataset1_2320356X","Dataset1_6560438X","Dataset1_2710114X","Dataset1_870626X","Dataset1_2940369X","Dataset1_990072X","Dataset1_50070X","Dataset1_650008X","Dataset1_6940358X","Dataset1_4570441X","Dataset1_3610259X","Dataset1_4060221X","Dataset1_2260131X","Dataset1_1500148X","Dataset1_6220543X","Dataset1_4900010X","Dataset1_7550431X","Dataset1_2470619X","Dataset1_3390544X","Dataset1_2100241X","Dataset1_620241X","Dataset1_630377X","Dataset1_3180398X","Dataset1_2570026X","Dataset1_540021X","Dataset1_4640136X","Dataset1_6330047X","Dataset1_1710594X","Dataset1_270519X","Dataset1_1690059X","Dataset1_2850162X","Dataset1_130021X","Dataset1_2230273X","Dataset1_270348X","Dataset1_2070037X","Dataset1_6280156X","Dataset1_5390246X","Dataset1_1240450X","Dataset1_7160369X","Dataset1_5390239X","Dataset1_3940754X","Dataset1_1230201X","Dataset1_6400333X","Dataset1_1030376X","Dataset1_4890722X","Dataset1_4040725X","Dataset1_3440343X","Dataset1_6370014X","Dataset1_940356X","Dataset1_6110167X","Dataset1_4860408X","Dataset2_7320370X","Dataset2_4640576X","Dataset2_2060465X","Dataset2_3140445X","Dataset2_6960209X","Dataset2_5670435X","Dataset2_4880367X","Dataset2_5050575X","Dataset2_290402X","Dataset2_650753X","Dataset2_110382X","Dataset2_3450274X","Dataset2_5960343X","Dataset2_4120037X","Dataset2_4050070X","Dataset2_6480059X","Dataset2_2000100X","Dataset2_3170669X","Dataset2_4830100X","Dataset2_6180538X","Dataset2_6980482X","Dataset2_4900670X","Dataset2_1780762X","Dataset2_1780564X","Dataset2_5270386X","Dataset2_7210424X","Dataset2_7050332X","Dataset2_6200431X","Dataset2_270156X","Dataset2_2470259X","Dataset2_630753X","Dataset2_3830519X","Dataset2_940747X","Dataset2_6840148X","Dataset2_1170609X","Dataset2_1770753X","Dataset2_6900209X","Dataset2_2340598X","Dataset2_3170286X","Dataset2_1470601X","Dataset2_4120053X","Dataset2_1260017X","Dataset2_3870646X","Dataset2_2120259X","Dataset2_2480739X","Dataset2_10612X","Dataset2_2490446X","Dataset2_6770711X","Dataset2_2060452X","Dataset2_50735X","Dataset2_2680722X","Dataset2_2320356X","Dataset2_6560438X","Dataset2_2710114X","Dataset2_870626X","Dataset2_2940369X","Dataset2_990072X","Dataset2_50070X","Dataset2_650008X","Dataset2_6940358X","Dataset2_4570441X","Dataset2_3610259X","Dataset2_4060221X","Dataset2_2260131X","Dataset2_1500148X","Dataset2_6220543X","Dataset2_4900010X","Dataset2_7550431X","Dataset2_2470619X","Dataset2_3390544X","Dataset2_2100241X","Dataset2_620241X","Dataset2_630377X","Dataset2_3180398X","Dataset2_2570026X","Dataset2_540021X","Dataset2_4640136X","Dataset2_6330047X","Dataset2_1710594X","Dataset2_270519X","Dataset2_1690059X","Dataset2_2850162X","Dataset2_130021X","Dataset2_2230273X","Dataset2_270348X","Dataset2_2070037X","Dataset2_6280156X","Dataset2_5390246X","Dataset2_1240450X","Dataset2_7160369X","Dataset2_5390239X","Dataset2_3940754X","Dataset2_1230201X","Dataset2_6400333X","Dataset2_1030376X","Dataset2_4890722X","Dataset2_4040725X","Dataset2_3440343X","Dataset2_6370014X","Dataset2_940356X","Dataset2_6110167X","Dataset2_4860408X","Dataset3_7320370X","Dataset3_4640576X","Dataset3_2060465X","Dataset3_3140445X","Dataset3_6960209X","Dataset3_5670435X","Dataset3_4880367X","Dataset3_5050575X","Dataset3_290402X","Dataset3_650753X","Dataset3_110382X","Dataset3_3450274X","Dataset3_5960343X","Dataset3_4120037X","Dataset3_4050070X","Dataset3_6480059X","Dataset3_2000100X","Dataset3_3170669X","Dataset3_4830100X","Dataset3_6180538X","Dataset3_6980482X","Dataset3_4900670X","Dataset3_1780762X","Dataset3_1780564X","Dataset3_5270386X","Dataset3_7210424X","Dataset3_7050332X","Dataset3_6200431X","Dataset3_270156X","Dataset3_2470259X","Dataset3_630753X","Dataset3_3830519X","Dataset3_940747X","Dataset3_6840148X","Dataset3_1170609X","Dataset3_1770753X","Dataset3_6900209X","Dataset3_2340598X","Dataset3_3170286X","Dataset3_1470601X","Dataset3_4120053X","Dataset3_1260017X","Dataset3_3870646X","Dataset3_2120259X","Dataset3_2480739X","Dataset3_10612X","Dataset3_2490446X","Dataset3_6770711X","Dataset3_2060452X","Dataset3_50735X","Dataset3_2680722X","Dataset3_2320356X","Dataset3_6560438X","Dataset3_2710114X","Dataset3_870626X","Dataset3_2940369X","Dataset3_990072X","Dataset3_50070X","Dataset3_650008X","Dataset3_6940358X","Dataset3_4570441X","Dataset3_3610259X","Dataset3_4060221X","Dataset3_2260131X","Dataset3_1500148X","Dataset3_6220543X","Dataset3_4900010X","Dataset3_7550431X","Dataset3_2470619X","Dataset3_3390544X","Dataset3_2100241X","Dataset3_620241X","Dataset3_630377X","Dataset3_3180398X","Dataset3_2570026X","Dataset3_540021X","Dataset3_4640136X","Dataset3_6330047X","Dataset3_1710594X","Dataset3_270519X","Dataset3_1690059X","Dataset3_2850162X","Dataset3_130021X","Dataset3_2230273X","Dataset3_270348X","Dataset3_2070037X","Dataset3_6280156X","Dataset3_5390246X","Dataset3_1240450X","Dataset3_7160369X","Dataset3_5390239X","Dataset3_3940754X","Dataset3_1230201X","Dataset3_6400333X","Dataset3_1030376X","Dataset3_4890722X","Dataset3_4040725X","Dataset3_3440343X","Dataset3_6370014X","Dataset3_940356X","Dataset3_6110167X","Dataset3_4860408X","Dataset4_7320370X","Dataset4_4640576X","Dataset4_2060465X","Dataset4_3140445X","Dataset4_6960209X","Dataset4_5670435X","Dataset4_4880367X","Dataset4_5050575X","Dataset4_290402X","Dataset4_650753X","Dataset4_110382X","Dataset4_3450274X","Dataset4_5960343X","Dataset4_4120037X","Dataset4_4050070X","Dataset4_6480059X","Dataset4_2000100X","Dataset4_3170669X","Dataset4_4830100X","Dataset4_6180538X","Dataset4_6980482X","Dataset4_4900670X","Dataset4_1780762X","Dataset4_1780564X","Dataset4_5270386X","Dataset4_7210424X","Dataset4_7050332X","Dataset4_6200431X","Dataset4_270156X","Dataset4_2470259X","Dataset4_630753X","Dataset4_3830519X","Dataset4_940747X","Dataset4_6840148X","Dataset4_1170609X","Dataset4_1770753X","Dataset4_6900209X","Dataset4_2340598X","Dataset4_3170286X","Dataset4_1470601X","Dataset4_4120053X","Dataset4_1260017X","Dataset4_3870646X","Dataset4_2120259X","Dataset4_2480739X","Dataset4_10612X","Dataset4_2490446X","Dataset4_6770711X","Dataset4_2060452X","Dataset4_50735X","Dataset4_2680722X","Dataset4_2320356X","Dataset4_6560438X","Dataset4_2710114X","Dataset4_870626X","Dataset4_2940369X","Dataset4_990072X","Dataset4_50070X","Dataset4_650008X","Dataset4_6940358X","Dataset4_4570441X","Dataset4_3610259X","Dataset4_4060221X","Dataset4_2260131X","Dataset4_1500148X","Dataset4_6220543X","Dataset4_4900010X","Dataset4_7550431X","Dataset4_2470619X","Dataset4_3390544X","Dataset4_2100241X","Dataset4_620241X","Dataset4_630377X","Dataset4_3180398X","Dataset4_2570026X","Dataset4_540021X","Dataset4_4640136X","Dataset4_6330047X","Dataset4_1710594X","Dataset4_270519X","Dataset4_1690059X","Dataset4_2850162X","Dataset4_130021X","Dataset4_2230273X","Dataset4_270348X","Dataset4_2070037X","Dataset4_6280156X","Dataset4_5390246X","Dataset4_1240450X","Dataset4_7160369X","Dataset4_5390239X","Dataset4_3940754X","Dataset4_1230201X","Dataset4_6400333X","Dataset4_1030376X","Dataset4_4890722X","Dataset4_4040725X","Dataset4_3440343X","Dataset4_6370014X","Dataset4_940356X","Dataset4_6110167X","Dataset4_4860408X"
3.88363,0.920555,4.34193,6.07175, 0.487559,0.0457922,7.14484,1.73794,0.206939,0.110236, 19,19,11,19,14,14,26,26,19,19,20,19,14,14,19,26,26,26,11,11,26,44,19,19,11,19,11,11,11,26,19,14,19,14,20,19,14,19,11,26,14,19,26,19,14,26,19,14,14,14,14,14,19,44,19,14,19,19,19,11,26,26,19,19,26,26,26,19,11,11,19,19,44,14,11,19,19,19,14,26,17,2,17,2,17,2,17,17,17,10,2,17,17,2,10,17,2,10,10,2,17,10, 29,29,5,29,10,5,10,29,10,10,5,25,10,10,29,10,10,10,5,5,10,5,29,25,5,29,5,5,5,10,25,10,10,10,31,29,5,29,5,10,10,29,10,25,10,10,29,25,5,10,10,10,29,5,25,5,29,29,10,5,10,10,25,10,10,10,10,10,5,5,25,25,5,10,10,29,29,29,10,10,29,25,29,29,29,29,29,5,5,29,29,25,25,25,25,25,25,25,25,25,25,25, 10,10,10,1,10,10,11,11,10,1,10,1,11,11,25,11,11,11,10,10,11,10,25,1,10,1,10,10,10,11,1,10,40,11,10,25,10,25,10,25,11,25,11,25,10,11,25,11,10,11,11,11,25,10,40,10,40,25,25,10,11,11,47,11,11,11,25,11,10,10,40,1,10,11,11,1,1,25,11,25,40,40,11,40,40,10,40,10,10,11,40,11,25,11,11,11,40,40,40,40,40,40, 14,14,14,45,14,14,14,29,35,38,35,38,14,14,45,14,29,2,14,14,2,35,29,38,14,45,35,14,14,14,45,14,29,14,35,29,14,29,14,29,2,37,14,45,14,14,45,38,14,14,14,2,45,35,38,14,38,45,45,35,14,14,45,14,2,29,29,2,14,35,38,45,35,14,14,45,45,29,14,29,38,38,45,38,45,14,38,35,14,29,38,2,38,45,29,14,45,45,45,38,38,38
1.50929,1.41594,1.81529,2.54282, 0.461411,0.12541,0.472868,0.0459891,0.0390691,0.36889, 41,41,6,38,6,6,48,48,38,41,6,41,6,6,38,6,48,38,6,6,48,6,38,38,6,41,6,6,6,43,38,6,41,6,6,38,6,38,6,38,6,38,6,41,6,5,38,6,6,6,6,6,41,6,41,6,38,41,38,6,6,5,41,41,48,48,48,38,6,6,38,41,6,6,6,41,38,38,6,38,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14, 18,18,28,21,50,28,50,21,10,50,28,49,50,50,18,18,10,10,28,28,10,28,18,49,28,18,28,50,28,50,49,50,50,50,28,18,28,18,28,18,18,18,50,41,50,50,18,49,50,10,50,10,18,28,49,50,18,18,18,28,50,50,49,18,50,18,18,18,50,28,49,49,28,10,50,18,18,18,50,18,18,41,18,18,21,18,18,28,50,18,18,49,49,49,49,49,41,49,41,49,49,49, 18,18,18,35,40,18,40,10,18,35,18,35,40,40,30,40,40,40,18,18,40,18,10,35,18,35,18,39,18,40,35,40,41,40,18,10,40,10,18,30,40,30,40,30,40,40,30,40,40,40,40,40,30,18,41,40,41,30,30,18,40,40,35,40,40,10,10,40,18,18,41,35,18,40,40,35,35,30,40,30,41,41,40,41,41,40,41,18,18,10,41,40,30,40,30,40,41,41,41,41,41,41, 39,39,39,44,39,39,4,34,39,38,2,38,39,4,34,39,4,4,39,39,4,39,4,38,39,44,2,39,39,4,44,39,4,4,2,4,4,4,39,4,4,34,39,44,39,4,34,38,39,4,4,4,34,39,38,39,38,44,40,39,4,4,44,39,4,4,4,4,39,39,38,44,39,4,39,44,44,4,39,4,38,38,44,38,44,4,38,39,39,4,38,4,38,44,4,4,44,44,44,38,38,38
1.42881,1.03395,2.29028,5.22272, 1.55864,0.323618,0.69526,2.41976,0.785087,0.857157, 18,18,50,18,50,50,10,10,18,18,13,18,50,50,18,50,18,18,50,13,10,13,18,18,50,18,13,50,50,50,18,50,18,50,13,18,50,18,50,18,50,18,50,18,50,10,18,50,50,50,50,50,18,13,18,50,18,18,18,13,50,23,18,18,23,10,18,18,50,50,18,18,13,50,50,18,18,18,50,18,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28, 42,27,14,28,31,14,31,28,27,31,14,44,31,31,42,27,27,27,14,14,27,14,27,44,31,42,14,31,14,31,44,31,31,31,14,27,14,27,14,27,27,27,31,44,31,31,27,44,31,31,31,21,27,14,44,31,28,42,27,14,31,31,44,27,21,27,27,27,31,14,44,44,14,21,31,42,28,28,31,27,28,44,42,28,28,42,27,14,31,28,42,44,44,44,44,44,44,44,44,44,44,44, 40,40,40,7,44,40,13,13,40,7,28,7,44,44,36,44,13,13,40,40,13,40,13,7,40,7,28,40,40,44,7,44,42,44,28,13,40,13,40,13,44,36,44,7,40,44,7,44,44,44,44,13,7,28,42,44,42,7,36,28,44,44,7,44,44,13,13,13,40,40,42,7,28,13,44,7,7,36,44,13,42,42,13,42,42,40,42,28,40,13,42,13,36,13,13,44,42,42,42,42,3,42, 44,44,44,27,16,44,16,13,44,31,44,31,16,16,27,16,13,16,44,44,16,44,13,31,44,27,44,44,44,16,27,24,13,16,44,13,16,13,44,13,16,13,16,27,24,16,27,31,24,16,16,16,27,44,31,24,31,27,27,44,16,16,27,24,16,13,13,13,44,44,31,27,44,16,24,27,27,13,16,13,31,31,27,31,27,16,31,44,44,13,31,16,31,27,13,16,27,27,27,31,31,31
1.76126,1.2891,2.24191,2.41377, 0.222682,0.0280527,1.22123,0.00645256,0.062223,0.331706, 1,1,26,18,26,26,15,15,1,1,26,1,15,15,18,15,15,18,26,26,15,26,18,1,26,1,26,26,26,15,1,26,1,15,26,18,26,18,26,18,15,1,15,1,26,15,1,26,26,15,26,26,1,26,1,26,18,1,1,26,15,15,1,1,15,15,15,18,26,26,1,1,26,15,26,1,1,1,26,18,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19, 47,47,44,47,26,44,47,47,47,26,44,2,26,26,47,47,47,47,44,44,47,44,47,2,26,47,44,26,44,26,2,26,26,26,44,47,44,47,44,47,47,47,26,2,26,26,47,2,26,47,26,47,47,44,2,26,47,47,47,44,26,26,2,47,47,47,47,47,26,44,2,2,44,47,26,47,47,47,26,47,47,2,47,47,47,47,47,44,26,47,47,2,2,2,2,2,2,2,2,2,2,2, 45,45,45,30,45,45,45,46,45,30,10,30,45,45,46,45,15,15,45,45,15,45,46,30,45,46,10,45,45,45,30,45,19,45,10,46,45,46,45,46,45,46,45,46,45,45,46,45,45,45,45,45,46,45,19,45,19,46,46,45,45,45,46,45,45,46,46,15,45,45,19,46,45,45,45,46,30,46,45,46,19,19,15,19,19,45,19,10,45,15,19,45,46,46,46,45,19,19,19,19,19,19, 13,13,13,15,17,13,15,15,13,34,13,34,17,17,15,17,15,15,13,13,15,13,15,34,13,10,13,13,13,17,10,17,15,17,13,15,17,15,13,15,15,15,17,10,17,17,15,34,17,17,15,15,15,13,34,17,34,10,15,13,15,15,10,17,15,15,15,15,13,13,34,10,13,15,17,10,10,15,17,15,34,34,10,34,10,17,34,13,13,15,34,15,34,10,15,15,16,10,10,34,34,34
0.457443,6.70317,3.69812,0.89999, 0.537316,0.233665,1.73824,2.91161,2.10644,0.800677, 14,14,38,9,38,38,18,18,9,14,38,14,18,38,9,18,9,9,38,38,18,38,9,9,38,14,38,38,38,18,9,38,14,18,38,9,38,9,38,9,18,14,38,14,38,18,9,38,38,38,38,38,14,38,14,38,9,14,9,38,18,18,14,14,18,18,48,9,38,38,9,14,38,38,38,14,9,14,38,9,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4, 47,47,30,12,30,28,36,12,36,30,28,20,30,30,47,36,36,36,28,28,36,28,47,20,30,47,28,30,30,30,20,30,30,30,28,47,28,36,28,36,36,47,30,20,30,30,47,20,30,36,30,36,47,28,20,30,12,47,36,28,30,36,20,36,36,36,36,36,30,28,20,20,28,36,30,12,12,12,30,36,12,20,47,12,12,47,47,28,30,12,47,20,20,20,20,20,20,20,20,20,20,20, 13,13,33,39,13,33,13,13,13,39,33,39,13,13,47,13,13,13,33,33,13,33,47,39,13,39,33,13,13,13,39,13,30,13,33,47,13,47,33,47,13,47,13,47,13,13,47,13,13,13,13,13,47,33,30,13,30,47,47,33,13,13,39,13,13,13,25,13,13,33,30,39,33,13,13,39,39,47,13,47,30,30,13,30,30,13,30,33,33,13,30,13,47,13,47,13,30,30,30,30,30,30, 13,13,13,28,38,13,38,38,13,20,13,20,38,38,28,38,38,38,13,13,38,13,38,20,13,28,13,13,13,38,28,38,38,38,13,38,38,38,13,38,38,28,38,28,2,38,28,20,38,38,38,38,28,13,20,2,20,28,28,13,38,38,28,2,38,38,38,38,13,13,20,28,13,38,9,28,28,38,38,38,20,20,28,20,28,38,20,13,13,38,20,38,20,28,38,38,28,28,28,20,20,20
1.64028,4.46285,1.09206,4.57501, 0.250084,0.0318432,0.344808,0.453358,0.965472,0.418833, 13,13,30,5,30,30,30,30,13,13,30,13,30,30,1,30,1,1,30,30,30,30,13,13,30,13,30,30,30,30,13,30,13,30,30,5,30,5,30,1,30,13,30,13,30,30,5,30,30,30,30,30,13,30,13,30,5,13,13,30,30,30,13,13,30,49,1,5,30,30,13,13,30,30,30,13,13,13,30,1,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44, 23,23,32,23,27,32,23,23,23,27,32,24,27,27,23,23,23,23,32,32,23,32,23,24,27,23,32,27,27,27,24,27,27,27,32,23,32,23,32,23,23,23,27,24,27,27,23,24,27,23,27,23,23,32,24,27,23,23,23,32,27,27,24,23,23,23,23,23,27,32,24,24,32,23,27,23,23,23,27,23,23,24,23,23,23,23,23,32,27,23,23,24,24,24,24,24,24,24,24,24,24,24, 35,35,35,38,35,35,40,40,35,38,35,38,8,35,40,8,40,40,35,35,40,35,40,38,35,38,35,35,35,8,38,35,23,35,35,40,35,40,35,40,8,40,35,40,35,35,40,8,35,8,8,40,40,35,23,35,23,40,40,35,8,8,40,35,8,40,40,40,35,35,23,38,35,40,35,40,38,40,35,40,23,23,40,23,23,35,23,35,35,40,23,40,40,40,40,35,23,23,23,23,23,23, 44,44,44,16,44,44,4,16,44,47,44,47,44,44,16,44,4,4,44,44,4,44,16,47,44,16,44,44,44,44,16,44,16,44,44,16,44,16,44,16,4,16,44,16,44,44,16,47,44,44,4,4,16,44,47,44,47,16,16,44,4,44,16,44,4,4,16,4,44,44,47,16,44,4,44,16,16,16,44,4,47,47,16,47,16,44,47,44,44,16,47,4,47,16,4,4,16,16,16,47,47,47
2.34102,2.61304,3.46569,3.11946, 0.0309279,0.291946,0.202151,7.57919,3.93914,0.782687, 35,35,30,35,30,30,26,26,35,35,30,35,26,26,26,26,26,26,30,30,26,30,35,35,30,35,30,30,40,26,35,40,35,26,30,35,40,35,30,26,26,35,26,35,40,26,35,40,40,26,40,40,35,30,35,26,35,35,35,30,26,26,35,35,26,26,26,26,30,30,35,35,30,26,30,35,35,35,40,26,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25, 37,41,43,37,45,43,19,37,41,43,43,13,45,45,41,41,41,41,43,43,41,43,41,13,43,37,43,43,43,43,13,45,43,45,43,41,43,41,43,41,41,41,45,13,43,45,37,13,43,41,45,19,41,43,13,43,37,41,41,43,45,45,13,41,19,41,41,41,43,43,13,13,43,41,43,37,37,37,45,41,37,13,41,37,37,37,41,43,43,37,37,13,13,13,13,13,13,13,13,13,13,13, 17,17,43,6,17,43,41,41,43,6,43,6,17,17,34,17,41,41,43,43,41,43,34,6,43,6,43,17,43,17,6,17,25,17,43,34,17,34,43,34,41,34,17,34,17,17,34,17,17,17,17,41,34,43,25,17,25,34,34,43,17,17,34,17,41,41,22,41,17,43,25,6,43,41,17,6,6,34,17,34,25,25,41,25,25,17,25,43,43,41,25,41,34,41,22,17,25,25,25,25,25,25, 3,3,3,25,3,19,41,33,19,16,44,28,3,3,25,3,33,41,19,19,41,19,33,16,3,25,19,3,3,3,25,3,33,3,44,33,3,33,19,33,41,25,3,25,3,3,33,28,3,50,50,41,33,19,28,3,28,25,33,19,50,3,25,3,41,33,33,41,3,19,16,25,19,50,3,25,25,25,3,33,16,16,25,16,25,3,16,19,19,33,16,41,16,25,33,50,25,25,25,16,28,16
1.8498,1.2364,1.00346,4.35429, 0.417123,0.620599,0.906541,0.396923,0.423484,3.69056, 34,34,36,34,36,9,17,17,34,34,36,34,17,17,34,17,41,34,36,36,17,36,34,34,36,34,36,36,36,17,34,36,34,17,36,34,36,34,36,41,17,34,17,34,36,17,34,17,36,17,17,17,34,36,34,17,34,34,34,36,17,17,34,34,17,17,41,34,36,36,34,34,36,17,36,34,34,34,36,34,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42, 34,34,49,34,23,49,23,34,34,23,49,11,23,23,34,34,34,23,49,49,34,49,34,11,49,34,49,23,49,23,11,23,23,23,49,34,49,34,49,34,34,34,23,11,23,23,34,11,23,39,23,23,34,49,11,23,34,34,34,49,23,23,11,34,23,34,34,34,49,49,11,11,49,39,23,34,34,34,23,34,34,11,34,34,34,34,34,49,49,34,34,11,43,11,11,11,11,11,11,11,11,11, 48,48,48,22,48,48,33,44,48,22,24,22,48,48,44,48,44,44,48,48,44,48,44,22,48,22,48,48,48,48,22,48,15,48,24,44,48,44,48,44,33,44,48,22,48,48,22,48,48,33,33,44,22,48,38,48,15,22,22,48,33,48,22,48,33,44,44,44,48,48,15,22,48,33,48,22,22,44,48,44,38,38,44,15,38,48,38,48,48,44,15,33,44,44,44,48,38,38,38,38,15,38, 49,49,49,12,48,4,48,12,4,5,29,5,48,48,12,48,12,48,49,49,48,4,12,5,49,12,29,49,49,48,12,49,12,48,29,12,48,12,49,12,48,12,48,12,49,48,12,5,49,48,48,48,12,29,5,49,5,12,12,4,48,48,12,49,48,12,12,48,49,4,5,12,29,48,49,12,12,12,48,12,5,5,12,5,12,48,5,4,49,12,5,48,5,12,12,48,12,12,12,5,5,5
3.51145,0.50391,2.59868,4.35202, 3.92752,0.766499,5.02779,0.0726913,0.115666,10.7904, 14,14,6,14,6,6,4,4,14,14,6,14,6,6,14,6,1,1,6,6,4,6,14,14,6,14,6,6,6,6,14,6,14,6,6,14,6,14,6,1,6,14,6,14,6,6,14,6,6,6,6,6,14,6,14,6,14,14,14,6,6,4,14,14,4,4,3,1,6,6,14,14,6,6,6,14,14,14,6,1,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22, 26,26,2,26,2,6,2,26,2,2,6,45,2,2,26,46,26,2,2,6,46,6,26,45,2,26,6,2,2,2,45,2,2,2,6,26,6,26,6,26,26,26,2,45,2,2,26,45,2,2,2,2,26,6,45,2,26,26,26,6,2,2,45,26,2,26,26,26,2,2,45,45,6,2,2,26,26,26,2,26,26,45,26,26,26,26,26,6,2,26,26,45,45,45,45,45,45,45,45,45,45,45, 13,13,34,23,13,45,13,46,13,23,45,5,13,13,46,13,2,2,34,34,2,34,46,5,13,27,34,13,13,13,5,13,31,13,45,46,13,46,34,46,13,46,13,46,13,13,46,13,13,13,13,2,46,34,31,13,31,46,46,34,13,13,46,13,13,2,50,2,13,34,31,5,34,2,13,27,23,46,13,46,31,31,2,31,31,13,31,34,34,2,31,13,46,2,46,13,31,31,31,29,31,31, 34,34,34,14,34,34,1,14,34,22,3,22,34,1,14,34,1,1,34,34,1,34,14,22,34,14,34,34,34,1,14,34,14,1,3,14,1,14,34,14,1,14,1,14,34,1,14,22,34,1,1,1,14,34,22,34,22,14,14,34,1,1,14,34,1,14,14,1,34,34,22,14,34,1,34,14,14,14,34,14,22,22,14,22,14,1,22,34,34,14,22,1,22,14,14,1,14,14,14,22,22,22
2.31598,1.53877,0.963965,0.383554, 0.628141,0.723625,0.311964,6.78314,0.117406,0.290855, 16,16,25,21,2,2,21,2,16,16,24,16,2,2,21,2,21,21,25,24,2,24,21,16,25,16,24,25,25,2,16,2,16,2,24,4,2,4,25,21,2,16,2,16,2,2,4,2,2,2,2,2,16,24,16,2,4,16,16,24,2,2,16,16,2,21,21,21,25,25,16,16,24,2,25,16,16,16,2,21,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43, 1,1,35,36,41,30,31,36,31,35,30,12,41,41,31,1,31,31,35,30,31,30,1,12,35,36,30,35,35,41,12,41,35,41,30,1,35,31,35,1,31,31,41,12,41,41,36,12,35,31,41,31,36,30,12,35,36,31,31,30,41,31,12,31,31,31,31,31,35,28,12,12,30,31,41,36,36,36,41,31,36,12,36,36,36,36,31,35,35,36,36,12,12,12,12,12,12,12,12,12,12,12, 21,21,21,36,21,21,31,31,21,36,21,36,21,21,31,31,31,31,21,21,31,21,31,18,21,36,21,21,21,21,36,21,12,21,21,31,21,31,21,31,31,31,21,36,21,21,18,21,21,31,31,31,18,21,12,21,12,18,18,21,31,31,36,21,31,31,31,31,21,21,12,36,21,31,21,36,36,18,21,31,12,12,31,12,12,21,12,21,21,31,12,31,31,31,31,21,12,12,12,12,12,12, 47,11,47,38,48,47,48,23,47,46,47,46,48,48,38,48,23,48,47,47,48,47,23,46,11,38,47,11,47,48,38,48,23,48,21,23,48,23,47,23,48,38,48,38,48,48,23,46,48,48,48,48,23,47,46,48,46,38,38,47,48,48,38,48,48,23,23,48,11,47,46,38,47,48,11,38,38,23,48,23,46,46,38,46,38,48,46,47,47,23,46,48,46,38,23,48,38,38,38,46,46,46
